class,feature,coefficient
5,marketPrev1MedianAav,0
5,marketPrev1MedianAavPerc,0
5,marketPrev1P75AavPerc,0
5,marketPrev1MedianAgeAtSigning,0
5,marketPrev2ContractCount,-0.0852868715240139
5,marketPrev2MedianTerm,0
5,marketPrev2MedianAav,0
5,marketPrev2MedianAavPerc,0
5,marketPrev2P75AavPerc,0
5,marketPrev2MedianAgeAtSigning,0
5,marketWeightedContractCount,0
5,marketDeltaContractCount,0
5,marketWeightedMedianTerm,0
5,marketDeltaMedianTerm,0
5,marketWeightedMedianAav,0
5,marketDeltaMedianAav,0
5,marketWeightedMedianAavPerc,0
5,marketDeltaMedianAavPerc,0
5,marketWeightedP75AavPerc,0
5,marketDeltaP75AavPerc,0
5,marketWeightedMedianAgeAtSigning,0
5,marketDeltaMedianAgeAtSigning,0
5,combineAvailable_yes,0
5,combineAvailable_unknown,0
5,undraftedFlag_yes,0
5,playerRefMatched_yes,0
5,prevSignedTeam_ATL,0
5,prevSignedTeam_BAL,0
5,prevSignedTeam_BUF,0
5,prevSignedTeam_CAR,0
5,prevSignedTeam_CHI,0
5,prevSignedTeam_CIN,0
5,prevSignedTeam_CLE,0
5,prevSignedTeam_DAL,0
5,prevSignedTeam_DEN,0
5,prevSignedTeam_DET,0
5,prevSignedTeam_GB,0
5,prevSignedTeam_HOU,0
5,prevSignedTeam_IND,0
5,prevSignedTeam_JAX,0
5,prevSignedTeam_KC,0
5,prevSignedTeam_LA,0
5,prevSignedTeam_LAC,0
5,prevSignedTeam_LV,0
5,prevSignedTeam_MIA,0
5,prevSignedTeam_MIN,0
5,prevSignedTeam_NE,0
5,prevSignedTeam_NO,0
5,prevSignedTeam_NYG,0
5,prevSignedTeam_NYJ,0
5,prevSignedTeam_PHI,0
5,prevSignedTeam_PIT,0
5,prevSignedTeam_SEA,0
5,prevSignedTeam_SF,0
5,prevSignedTeam_TB,0
5,prevSignedTeam_TEN,0
5,prevSignedTeam_WAS,0
5,prevSignedTeam_unknown,0
5,prev1Team_ATL,0
5,prev1Team_BAL,0
5,prev1Team_BUF,0
5,prev1Team_CAR,0
5,prev1Team_CHI,0
5,prev1Team_CIN,0
5,prev1Team_CLE,0
5,prev1Team_DAL,0
5,prev1Team_DEN,0
5,prev1Team_DET,0
5,prev1Team_GB,0
5,prev1Team_HOU,0
5,prev1Team_IND,0
5,prev1Team_JAX,0
5,prev1Team_KC,0
5,prev1Team_LA,0
5,prev1Team_LAC,0
5,prev1Team_LV,0
5,prev1Team_MIA,0
5,prev1Team_MIN,0
5,prev1Team_NE,0
5,prev1Team_NO,0
5,prev1Team_NYG,0
5,prev1Team_NYJ,0
5,prev1Team_PHI,0
5,prev1Team_PIT,0
5,prev1Team_SEA,0
5,prev1Team_SF,0
5,prev1Team_TB,0
5,prev1Team_TEN,0
5,prev1Team_WAS,0
5,prev1Team_unknown,0
5,prev2Team_ATL,0
5,prev2Team_BAL,0
5,prev2Team_BUF,0
5,prev2Team_CAR,0
5,prev2Team_CHI,0
5,prev2Team_CIN,0
5,prev2Team_CLE,0
5,prev2Team_DAL,0
5,prev2Team_DEN,0
5,prev2Team_DET,0
5,prev2Team_GB,0
5,prev2Team_HOU,0
5,prev2Team_IND,0
5,prev2Team_JAX,0
5,prev2Team_KC,0
5,prev2Team_LA,0
5,prev2Team_LAC,0
5,prev2Team_LV,0
5,prev2Team_MIA,0
5,prev2Team_MIN,0
5,prev2Team_NE,0
5,prev2Team_NO,0
5,prev2Team_NYG,0
5,prev2Team_NYJ,0
5,prev2Team_PHI,0
5,prev2Team_PIT,0
5,prev2Team_SEA,0
5,prev2Team_SF,0
5,prev2Team_TB,0
5,prev2Team_TEN,0
5,prev2Team_WAS,0
5,prev2Team_unknown,0
5,priorTeamSame_yes,0
5,priorTeamSame_unknown,0
5,regPrev1Available_yes,0
5,regPrev2Available_yes,0
5,snapPrev1Available_yes,0
5,snapPrev2Available_yes,0
5,ngsPrev1Available_yes,0
5,ngsPrev2Available_yes,0
5,teamPrev1Available_yes,0
5,teamPrev2Available_yes,0
