contractRowId,playerName,playerKey,playerId,pfrId,pairId,termModelId,aavModelId,ageAtSigning,yearsExpAtSigning,prevSignedTeam,expectedTerm,modalTerm,modalTermProb,expectedAavPerc,expectedAav,modalAavPerc,modalAav,impliedCap2026,predictedTerm,.pred_1,.pred_2,.pred_3,.pred_4,.pred_5,prevContractTerm,prevContractAav,prevContractAavPerc,regWeightedTargets,regWeightedReceptions,regWeightedReceivingYards,regWeightedReceivingTds,regWeightedTargetShare,snapWeightedOffensePctMean,ngsWeightedYardsPerTarget,marketPrev1MedianAavPerc,prevContractAavMillions,expectedAavMillions,modalAavMillions
5584,Sy Barnett,sy barnett,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,NA,NA,NO,1.4883133701105768,1,0.7002855083070059,0.007127422535240317,2149540.129675651,0.005897231905169124,1778530.2571144977,301587301.5873016,1,0.7002855083070059,0.12177132366770979,0.16919965824848546,0.006831309161299223,0.0019122006154996482,3,898333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898333,2.149540129675651,1.7785302571144976
5531,Kade Warner,kade warner,00-0038829,NA,glm_pair,term_ll_final,aavPerc_rl_final,27,3,TB,1.2668898942977243,1,0.8259476611441002,0.007118185866138743,2146754.467565653,0.006448940870730133,1944918.6752995641,301587301.5873016,1,0.8259476611441002,0.09227373312129336,0.07270421920134663,0.007089823359301272,0.001984563173958487,3,900000,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.9,2.146754467565653,1.9449186752995642
5580,Shae Wyatt,shae wyatt,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,NA,NA,SF,1.4709408886324793,1,0.7240730995163795,0.00702933189299845,2119957.2375709615,0.005800500666764567,1749357.3439448697,301587301.5873016,1,0.7240730995163795,0.09193075650744699,0.17495548646048598,0.007063470858689362,0.0019771866569980884,3,901000,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.901,2.1199572375709614,1.7493573439448697
5606,Zion Bowens,zion bowens,00-0038831,NA,glm_pair,term_ll_final,aavPerc_rl_final,26,3,WAS,1.296305333633855,1,0.8067641270259992,0.006928025625119653,2089404.5536075146,0.006185019743391396,1865323.414673596,301587301.5873016,1,0.8067641270259992,0.1024442979052273,0.08071699451508031,0.007871275516305008,0.002203305037388055,3,899167,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.899167,2.0894045536075145,1.865323414673596
5462,C.J. Johnson,c j johnson,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,NA,NA,SEA,1.4681850153192708,1,0.72783432752673,0.006903814232666683,2082102.705089952,0.0056752367251066416,1711579.3297940667,301587301.5873016,1,0.72783432752673,0.0872212515615328,0.17585692841761763,0.007100063053974669,0.0019874294401447585,3,898667,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898667,2.082102705089952,1.7115793297940667
5523,Josh Vann,josh vann,00-0038780,NA,glm_pair,term_ll_final,aavPerc_rl_final,26,3,CAR,1.2658933233485528,1,0.8265980151449807,0.006876975038192517,2074008.3448517118,0.006210228338214861,1872926.0067632124,301587301.5873016,1,0.8265980151449807,0.09192818197846957,0.07243339854527668,0.00706327304556242,0.0019771312857106587,3,901667,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.901667,2.0740083448517117,1.8729260067632123
5582,Sterling Shepard,sterling shepard,00-0032385,ShepSt00,glm_pair,term_ll_final,aavPerc_rl_final,33,10,TB,1.0927376659499337,1,0.9455399264471571,0.006846379395851874,2064781.0876378673,0.006552786952337983,1976237.3348320904,301587301.5873016,1,0.9455399264471571,0.02839609223252702,0.01597162925659739,0.007971093050662117,0.002121259013056385,1,1750000,0.0063,52.333333333333336,36.666666666666664,358.6666666666667,1,0.09550653407007832,0.551978021978022,6.849673202614379,0.0042,1.75,2.064781087637867,1.9762373348320905
5518,Jordan Byrd,jordan byrd,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,26,NA,PIT,1.470940012380847,1,0.7240735528163477,0.006845903442243078,2064637.5460733091,0.005617074594727326,1694038.3698384,301587301.5873016,1,0.7240735528163477,0.09193072202663957,0.17495507103223795,0.007063468209367334,0.0019771859154074077,3,900833,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.900833,2.064637546073309,1.6940383698384
5492,Ed Lee,ed lee,NA,NA,glm_pair,term_ll_final,aavPerc_rl_final,27,NA,NE,1.4297491771725468,1,0.7482066777648744,0.006792206518727936,2048443.2358068374,0.005670858622212981,1710258.949556296,301587301.5873016,1,0.7482066777648744,0.0838918539872619,0.15965137275133173,0.006445804303507996,0.0018042911930242803,3,898333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898333,2.0484432358068374,1.710258949556296
5540,Kody Case,kody case,00-0038532,NA,glm_pair,term_ll_final,aavPerc_rl_final,27,3,IND,1.2870734317295598,1,0.8127844851309312,0.006786226175610147,2046639.6402633777,0.006066370284008213,1829540.2443834296,301587301.5873016,1,0.8127844851309312,0.09925300968498008,0.07820176240274963,0.007626073886276336,0.00213466889506286,3,898333,0.004,NA,NA,NA,NA,NA,NA,NA,0.0042,0.898333,2.0466396402633777,1.8295402443834297
