contractRowId,playerName,playerKey,playerId,pfrId,ageAtSigning,yearsExpAtSigning,prevSignedTeam,termScenario,aavPercPrediction,impliedCap2026,aavPrediction,aavPredictionMillions,termProbability,pairId,termModelId,aavModelId,weightedAavPercContribution,weightedAavContribution,prevContractTerm,prevContractAav,prevContractAavPerc,regWeightedTargets,regWeightedReceptions,regWeightedReceivingYards,regWeightedReceivingTds,regWeightedTargetShare,snapWeightedOffensePctMean,ngsWeightedYardsPerTarget,marketPrev1MedianAavPerc,prevContractAavMillions
5479,Deandre Carter,deandre carter,00-0031763,CartDe02,32,11,CLE,1,3.890440515022764e-4,301587301.5873016,117330.74569116274,0.11733074569116274,0.9681990901775396,glm_pair,term_ll_final,aavPerc_rl_final,3.7667209670348787e-4,113599.52122803603,1,1422500,0.0051,4.666666666666667,3,24,0,0.00887198986058301,0.04666666666666666,NA,0.0042,1.4225
5466,Chris Moore,chris moore,00-0032398,MoorCh00,32,10,WAS,1,0.008090130167057523,301587301.5873016,2439880.526572904,2.439880526572904,0.9633769370572756,glm_pair,term_ll_final,aavPerc_rl_final,0.007793844820734541,2350524.628475497,1,1255000,0.0045,23,11,207,1,0.05324074074074074,0.3538095238095238,NA,0.0042,1.255
5473,Dante Pettis,dante pettis,00-0034860,PettDa00,30,8,NO,1,-2.928035422644321e-4,301587301.5873016,-88305.8302067335,-0.08830583020673351,0.9631770473360356,glm_pair,term_ll_final,aavPerc_rl_final,-2.8202165128778784e-4,-85054.14880107887,1,1255000,0.0045,16.666666666666668,10,124.66666666666669,0.3333333333333333,0.03103222014914728,0.2508333333333333,NA,0.0042,1.255
5599,Tyler Johnson,tyler johnson,00-0036427,JohnTy00,27,6,NYJ,1,0.003356390835188172,301587301.5873016,1012244.8550567504,1.0122448550567504,0.9624927896173899,glm_pair,term_ll_final,aavPerc_rl_final,0.003230501978006505,974278.3743194222,1,1170000,0.0042,25.666666666666668,16.666666666666668,228.33333333333337,1,0.05068558956525371,0.3988888888888889,NA,0.0042,1.17
5563,Noah Brown,noah brown,00-0033591,BrowNo00,30,9,WAS,1,9.436239439660844e-4,301587301.5873016,284584.99897389853,0.28458499897389855,0.9618932763691681,glm_pair,term_ll_final,aavPerc_rl_final,9.076655271219332e-4,273740.3970685196,1,3250000,0.0116,25.333333333333332,15,206.33333333333337,0.3333333333333333,0.05246913580246912,0.4836363636363636,8.089285714285714,0.0042,3.25
5447,Anthony Miller,anthony miller,00-0034353,MillAn02,31,8,BAL,1,0.0052610581802837175,301587301.5873016,1586668.3400855658,1.586668340085566,0.961060397943693,glm_pair,term_ll_final,aavPerc_rl_final,0.005056194668348391,1524884.1063272927,1,1170000,0.0042,1,1,16,0,0.00218818380743982,0.07500000000000001,NA,0.0042,1.17
5532,Kaden Davis,kaden davis,00-0037380,DaviKa02,27,4,CLE,1,0.003769728266458633,301587301.5873016,1136902.1755986353,1.1369021755986353,0.9590076016911373,glm_pair,term_ll_final,aavPerc_rl_final,0.0036151980638437823,1090297.8287782834,1,840000,0.003,0,0,0,0,0,0.09000000000000001,NA,0.0042,0.84
5605,Zay Jones,zay jones,00-0033891,JoneZa00,30,9,ARI,1,0.00807089911423094,301587301.5873016,2434080.685244252,2.434080685244252,0.9574615780808675,glm_pair,term_ll_final,aavPerc_rl_final,0.007727575802443032,2330538.734070121,1,2400000,0.0086,15.666666666666666,10.666666666666666,150,0,0.02645978144210199,0.4459848484848485,NA,0.0042,2.4
5558,Mike Williams,mike williams,00-0033536,WillMi07,31,9,LAC,1,0.00576510696532946,301587301.5873016,1738683.053035869,1.738683053035869,0.9573324130050198,glm_pair,term_ll_final,aavPerc_rl_final,0.005519123762350899,1664497.6426137632,1,3000000,0.0107,34,21,298,1,0.05772495755517826,0.4066666666666666,NA,0.0042,3
5604,Zach Pascal,zach pascal,00-0033251,PascZa00,31,9,NYG,1,0.004730094185431396,301587301.5873016,1426536.34163804,1.42653634163804,0.9567798737852785,glm_pair,term_ll_final,aavPerc_rl_final,0.0045256589177295305,1364881.2609025568,1,1422500,0.0051,0,0,0,0,0,0.06588235294117648,NA,0.0042,1.4225
5591,Tim Patrick,tim patrick,00-0033375,PatrTi00,32,9,DET,1,0.00971440607631173,301587301.5873016,2929741.515078141,2.929741515078141,0.955304555769384,glm_pair,term_ll_final,aavPerc_rl_final,0.009280216381294382,2798795.4165808456,1,2500000,0.009,30.666666666666668,21,256,3,0.05734751961821242,0.40895833333333337,NA,0.0042,2.5
